,GeneID,Chr,FeatureType,Product,meanDiversity,StDev,ChangesSum.866,ChangesSum.942,ChangesSum.900,ChangesSum.IXa,SNPs.866,SNPs.942,SNPs.900,SNPs.IXa,AmSNPs.866,AmSNPs.942,AmSNPs.900,AmSNPs.IXa,INS.866,INS.942,INS.900,INS.IXa,DEL.866,DEL.942,DEL.900,DEL.IXa
2673,CTYZ_00003204,Ctyz_5,CDS,Histone-lysine N-methyltransferase,3,1,3,4,2,NA,2,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2674,CTYZ_00003206,Ctyz_5,CDS,Uncharacterized protein,4.75,2.06,7,5,2,5,5,3,2,2,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,3
2675,CTYZ_00003207,Ctyz_5,CDS,Uncharacterized protein,2.67,1.15,2,2,NA,4,NA,NA,NA,2,NA,NA,NA,NA,2,1,NA,2,NA,1,NA,NA
2676,CTYZ_00003209,Ctyz_5,CDS,Uncharacterized protein,2.5,1,3,3,1,3,2,2,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
2677,CTYZ_00003210,Ctyz_5,CDS,26S proteasome complex ubiquitin receptor subunit Rpn13,1.5,0.71,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2678,CTYZ_00003211,Ctyz_5,CDS,Glycerophosphodiester phosphodiesterase domain containing protein,1,0,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
2679,CTYZ_00003212,Ctyz_5,CDS,tRNA (Guanine-1)-methyltransferase,1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,CTYZ_00003213,Ctyz_5,CDS,Symplekin/Pta1,6.25,2.63,8,9,4,4,7,9,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2681,CTYZ_00003214,Ctyz_5,CDS,tRNA(Ile)-lysidine/2-thiocytidine synthase,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,CTYZ_00003216,Ctyz_5,CDS,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,CTYZ_00003217,Ctyz_5,CDS,NA,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2684,CTYZ_00003218,Ctyz_5,CDS,Integrator complex subunit 9-like protein,3.67,1.53,4,2,NA,5,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,CTYZ_00003219,Ctyz_5,CDS,Uncharacterized protein,1.67,1.15,1,3,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,CTYZ_00003220,Ctyz_5,CDS,Uncharacterized protein,1.5,0.71,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2687,CTYZ_00003222,Ctyz_5,CDS,actin,1.5,0.58,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,1,NA
2688,CTYZ_00003223,Ctyz_5,CDS,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase,5.25,1.89,5,8,4,4,5,7,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2689,CTYZ_00003225,Ctyz_5,CDS,Bromodomain/Ankyrin repeat containing domain,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,CTYZ_00003226,Ctyz_5,CDS,Inner membrane complex protein,1.5,0.58,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,CTYZ_00003227,Ctyz_5,CDS,START-like domain containing protein,4,4.24,1,7,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA
2692,CTYZ_00003228,Ctyz_5,CDS,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,CTYZ_00003229,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,CTYZ_00003230,Ctyz_5,CDS,WD40-repeat-containing protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,CTYZ_00003231,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,CTYZ_00003233,Ctyz_5,CDS,Yif1 family protein,2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,CTYZ_00003235,Ctyz_5,CDS,DNA-directed RNA polymerase subunit,7,3.16,6,9,3,10,6,9,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,CTYZ_00003237,Ctyz_5,CDS,WD40-repeat-containing protein,2,1.41,2,4,1,1,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,CTYZ_00003238,Ctyz_5,CDS,Uncharacterized protein,2.75,1.5,1,4,2,4,1,3,1,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
2700,CTYZ_00003240,Ctyz_5,CDS,NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,CTYZ_00003241,Ctyz_5,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,CTYZ_00003242,Ctyz_5,CDS,C2 domain containing protein,1.67,0.58,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,CTYZ_00003243,Ctyz_5,CDS,Uncharacterized protein,3.33,1.15,4,2,NA,4,3,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2704,CTYZ_00003244,Ctyz_5,CDS,NA,1.33,0.58,NA,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,CTYZ_00003245,Ctyz_5,CDS,Uncharacterized protein,2,0.82,3,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2706,CTYZ_00003246,Ctyz_5,CDS,Leucine-rich repeat containing protein,5.5,2.89,5,9,2,6,5,8,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2707,CTYZ_00003248,Ctyz_5,CDS,Signal Peptide Uncharacterized transmembrane Protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,CTYZ_00003249,Ctyz_5,CDS,PP2C like phosphatase,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,CTYZ_00003250,Ctyz_5,CDS,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2710,CTYZ_00003251,Ctyz_5,CDS,Uncharacterized protein,1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,CTYZ_00003252,Ctyz_5,CDS,hypothetical protein,1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,CTYZ_00003253,Ctyz_5,CDS,TsaA-like domain containing protein,2,1.41,2,4,1,1,2,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2713,CTYZ_00003254,Ctyz_5,CDS,Conserved oligomeric Golgi complex subunit 5,4.33,0.58,4,4,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,CTYZ_00003255,Ctyz_5,CDS,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35,3.5,1.29,3,5,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
2715,CTYZ_00003256,Ctyz_5,CDS,Uncharacterized protein,2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,CTYZ_00003257,Ctyz_5,CDS,Pre-mRNA-processing factor 6/Prp1/STA1,2.5,1.29,2,4,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,CTYZ_00003258,Ctyz_5,CDS,Uncharacterized protein,1,0,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,CTYZ_00003259,Ctyz_5,CDS,Prefoldin subunit 3,4,2.65,7,2,NA,3,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
2719,CTYZ_00003261,Ctyz_5,CDS,NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,CTYZ_00003262,Ctyz_5,CDS,Oxr1p like TLDc domain containing protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,CTYZ_00003263,Ctyz_5,CDS,60S ribosomal protein L13A,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,CTYZ_00003264,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,CTYZ_00003265,Ctyz_5,CDS,B-block binding subunit of TFIIIC,4.25,2.63,8,4,3,2,3,4,3,2,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA
2724,CTYZ_00003266,Ctyz_5,CDS,Uncharacterized protein,2.33,0.58,3,2,NA,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,CTYZ_00003267,Ctyz_5,CDS,Uncharacterized protein,2.25,0.96,3,3,1,2,3,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2726,CTYZ_00003268,Ctyz_5,CDS,Magnesium transporter NIPA,3.25,0.5,3,4,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,CTYZ_00003270,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2728,CTYZ_00003272,Ctyz_5,CDS,Uncharacterized protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,CTYZ_00003273,Ctyz_5,CDS,Zinc finger C3H1-type domain containing protein,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
2730,CTYZ_00003274,Ctyz_5,CDS,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,CTYZ_00003275,Ctyz_5,CDS,Uncharacterized protein,1.5,0.58,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,CTYZ_00003276,Ctyz_5,CDS,Uncharacterized protein,2.67,0.58,3,2,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,CTYZ_00003277,Ctyz_5,CDS,C2H2 finger domain containing protein,1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2734,CTYZ_00003278,Ctyz_5,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,CTYZ_00003279,Ctyz_5,CDS,Pre-mRNA processing factor 4 (PRP4)-like,1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,CTYZ_00003280,Ctyz_5,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,CTYZ_00003282,Ctyz_5,CDS,SKP1/BTB/POZ domain containing protein,1.75,0.96,1,3,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,CTYZ_00003283,Ctyz_5,CDS,Metallo-beta-lactamase with Zn-dependent metallo-hydrolase RNA specificity domain,2.25,0.96,3,2,1,3,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2739,CTYZ_00003284,Ctyz_5,CDS,DNA topoisomerase[comma] type IA,2.25,0.5,3,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,CTYZ_00003285,Ctyz_5,CDS,RNA recognition motif domain containing protein,2,0,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,CTYZ_00003286,Ctyz_5,CDS,Zinc finger[comma] RING/FYVE/PHD-type domain containing protein,1.33,0.58,1,2,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2742,CTYZ_00003287,Ctyz_5,CDS,NA,3,2.83,NA,1,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
2743,CTYZ_00003288,Ctyz_5,CDS,Uncharacterized protein,7.25,6.85,1,5,6,17,1,3,5,12,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,2
2744,CTYZ_00003289,Ctyz_5,CDS,Uncharacterized protein,2.33,1.15,3,1,NA,3,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,CTYZ_00003290,Ctyz_5,CDS,40S ribosome biogenesis protein Tsr1 and BMS1,1.5,0.71,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2746,CTYZ_00003291,Ctyz_5,CDS,Dymeclin,2.67,2.08,5,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2747,CTYZ_00003292,Ctyz_5,CDS,NA,2,1.41,NA,3,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,CTYZ_00003293,Ctyz_5,CDS,Translocation protein Sec62,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2749,CTYZ_00003294,Ctyz_5,CDS,Tetratricopeptide repeat containing protein,2,0.82,3,2,1,2,2,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2750,CTYZ_00003295,Ctyz_5,CDS,Adenylyl cyclase class-3/4/guanylyl cyclase,2.67,0.58,2,3,NA,3,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,CTYZ_00003296,Ctyz_5,CDS,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2752,CTYZ_00003297,Ctyz_5,CDS,Actin-like protein,2,0.82,3,2,1,2,2,1,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
2753,CTYZ_00003298,Ctyz_5,CDS,RRM domain containing protein,1.5,0.71,1,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,CTYZ_00003299,Ctyz_5,CDS,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal domain containing protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,CTYZ_00003300,Ctyz_5,CDS,Superfamily I helicase,6.25,2.87,10,4,4,7,6,3,4,6,NA,NA,NA,NA,1,1,NA,1,3,NA,NA,NA
2756,CTYZ_00003301,Ctyz_5,CDS,NA,1,0,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,CTYZ_00003302,Ctyz_5,CDS,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,CTYZ_00003304,Ctyz_5,CDS,PRELI/MSF1 domain containing protein,2.33,0.58,2,2,NA,3,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2759,CTYZ_00003305,Ctyz_5,CDS,Uncharacterized protein,1.33,0.58,1,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,CTYZ_00003306,Ctyz_5,CDS,NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,CTYZ_00003307,Ctyz_5,CDS,putative Secreted Protein,2.67,1.15,2,2,NA,4,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2762,CTYZ_00003308,Ctyz_5,CDS,putative Secreted Protein,6.5,2.38,7,8,3,8,7,8,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2763,CTYZ_00003309,Ctyz_5,CDS,Uncharacterized protein,5.33,0.58,5,6,NA,5,5,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,CTYZ_00003310,Ctyz_5,CDS,Uncharacterized protein,3,1,4,2,NA,3,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,CTYZ_00003311,Ctyz_5,CDS,Nucleoside diphosphate kinase,2.33,1.53,2,1,NA,4,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,CTYZ_00003312,Ctyz_5,CDS,putative Secreted Protein,12.25,7.54,17,15,1,16,15,15,1,16,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2767,CTYZ_00003313,Ctyz_5,CDS,putative Secreted Protein,6.75,3.3,10,5,3,9,10,5,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2768,CTYZ_00003315,Ctyz_5,CDS,Uncharacterized protein,5,0,5,5,NA,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2769,CTYZ_00003316,Ctyz_5,CDS,Uncharacterized protein,2,0,2,2,NA,2,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1
2770,CTYZ_00003317,Ctyz_5,CDS,Uncharacterized protein,2.5,1.29,3,4,1,2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,CTYZ_00003318,Ctyz_5,CDS,Uncharacterized protein,3,0,3,3,NA,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,CTYZ_00003319,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,CTYZ_00003321,Ctyz_5,CDS,YIP1 protein like transporter GTpase interacting factor,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,CTYZ_00003322,Ctyz_5,CDS,Ribosomal protein L3,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2775,CTYZ_00003323,Ctyz_5,CDS,Uncharacterized protein,2.33,1.15,3,3,NA,1,1,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2776,CTYZ_00003324,Ctyz_5,CDS,Initiation factor 2B-related,2.67,1.53,3,1,NA,4,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,CTYZ_00003325,Ctyz_5,CDS,Uncharacterized protein,2.33,0.58,2,NA,2,3,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,CTYZ_00003326,Ctyz_5,CDS,Uncharacterized protein,2.67,1.53,4,1,NA,3,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2779,CTYZ_00003327,Ctyz_5,CDS,Amino acid transporter,2.33,1.15,1,3,NA,3,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2780,CTYZ_00003328,Ctyz_5,CDS,MORN repeat containing protein,1.5,0.58,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2781,CTYZ_00003330,Ctyz_5,CDS,Uncharacterized protein,2,0.82,3,2,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2782,CTYZ_00003331,Ctyz_5,CDS,Uncharacterized protein,3.25,1.5,4,4,1,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2783,CTYZ_00003333,Ctyz_5,CDS,TOG domain containing protein,2.75,2.36,1,3,1,6,NA,NA,1,3,NA,NA,NA,NA,1,3,NA,3,NA,NA,NA,NA
2784,CTYZ_00003334,Ctyz_5,CDS,Cactin-like protein,1.75,0.5,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2785,CTYZ_00003336,Ctyz_5,CDS,CTP synthase,1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,CTYZ_00003337,Ctyz_5,CDS,Uncharacterized protein,1.33,0.58,1,2,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,CTYZ_00003338,Ctyz_5,CDS,16S rRNA methyltransferase RsmB/F,1,0,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2788,CTYZ_00003339,Ctyz_5,CDS,Pre-mRNA-splicing factor 3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2789,CTYZ_00003340,Ctyz_5,CDS,HORMA domain containing protein,2.67,0.58,3,2,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,CTYZ_00003341,Ctyz_5,CDS,H/ACA ribonucleoprotein complex subunit,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,CTYZ_00003342,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,CTYZ_00003343,Ctyz_5,CDS,Fibronectin-binding protein A N-terminus domain containing protein,2.33,1.53,4,1,NA,2,2,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2793,CTYZ_00003344,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,CTYZ_00003345,Ctyz_5,CDS,Uncharacterized protein,1.5,1,3,1,1,1,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2795,CTYZ_00003346,Ctyz_5,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,CTYZ_00003347,Ctyz_5,CDS,Proteasome alpha-subunit,1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2797,CTYZ_00003349,Ctyz_5,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,CTYZ_00003350,Ctyz_5,CDS,NA,1.33,0.58,NA,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,CTYZ_00003351,Ctyz_5,CDS,PIG-Q like N-acetylglucosaminyl-phosphatidylinositol transferase,1.25,0.5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,CTYZ_00003352,Ctyz_5,CDS,Las1-like,1.75,0.5,2,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2801,CTYZ_00003354,Ctyz_5,CDS,NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,CTYZ_00003355,Ctyz_5,CDS,Uncharacterized protein,1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,CTYZ_00003357,Ctyz_5,CDS,EF-hand domain containing protein,1.25,0.5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,CTYZ_00003358,Ctyz_5,CDS,Pleckstrin homology (PH) domain containing protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,CTYZ_00003359,Ctyz_5,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,CTYZ_00003360,Ctyz_5,CDS,Uncharacterized protein,7.5,2.38,5,10,6,9,4,10,6,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
2807,CTYZ_00003361,Ctyz_5,CDS,CAAX amino terminal protease,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,CTYZ_00003362,Ctyz_5,CDS,Enolase,2.33,2.31,1,1,5,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,CTYZ_00003364,Ctyz_5,CDS,Uncharacterized protein,2.25,1.26,1,4,2,2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,CTYZ_00003365,Ctyz_5,CDS,Peptidase family M60 domain containing protein,3,2.83,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA
2811,CTYZ_00003366,Ctyz_5,CDS,RIO kinase,1.75,0.96,3,2,1,1,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2812,CTYZ_00003367,Ctyz_5,CDS,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2813,CTYZ_00003368,Ctyz_5,CDS,Cysteine-rich secretory protein[comma] allergen V5/Tpx-1-related,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,CTYZ_00003369,Ctyz_5,CDS,Galactose-binding domain-like containing protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
